dataset,method,vehicle_id,seg_index,rmse_full_pct,mae_full_pct,maxerr_full_pct,rmse_postconv_pct,mae_postconv_pct,maxerr_postconv_pct,t_conv_strict_s,t_conv_hold_s,t_conv_legacy_s,duration_s,n_samples
BMW_i3,ekf,bmw_i3,0,11.298743521856432,11.298506383813312,11.476889351851849,,,,,,,2805.8,28059.0
BMW_i3,coulomb,bmw_i3,0,11.279851066317857,11.279465419575601,11.480870833333334,,,,,,,2805.8,28059.0
BMW_i3,ocv_lookup,bmw_i3,0,17.604015795319505,15.570048931902884,82.9,,,,,,1046.6,2805.8,28059.0
BMW_i3,ekf,bmw_i3,1,19.944844357554604,19.944759503892787,20.074103240740794,,,,,,,1834.3,18344.0
BMW_i3,coulomb,bmw_i3,1,19.943461450042744,19.94336986281215,20.074566203703714,,,,,,,1834.3,18344.0
BMW_i3,ocv_lookup,bmw_i3,1,8.105127881572102,4.6465484540654325,72.8,,,,,,3.5,1834.3,18344.0
BMW_i3,ekf,bmw_i3,2,19.853906660996188,19.853750315938946,20.013112037037097,,,,,,,1417.5,14176.0
BMW_i3,coulomb,bmw_i3,2,19.842971567986854,19.842754363628394,20.015750925925925,,,,,,,1417.5,14176.0
BMW_i3,ocv_lookup,bmw_i3,2,48.85367866824142,38.868558261153794,69.2,,,,,,0.0,1417.5,14176.0
BMW_i3,ekf,bmw_i3,3,10.84948156256644,10.849123331224312,11.05402916666678,,,,,,,1424.4,14245.0
BMW_i3,coulomb,bmw_i3,3,10.812143772053405,10.81144534807534,11.057547685185176,,,,,,,1424.4,14245.0
BMW_i3,ocv_lookup,bmw_i3,3,18.450275285812744,13.165452424723718,84.5,1.4665450144845624,1.4598683607285123,1.6881333033102353,1420.4,1420.4,644.6,1424.4,14245.0
BMW_i3,ekf,bmw_i3,4,19.828351548621505,19.82817463315634,20.016387962962988,,,,,,,1638.3,16384.0
BMW_i3,coulomb,bmw_i3,4,19.804040055108008,19.80373424366137,20.01986018518519,,,,,,,1638.3,16384.0
BMW_i3,ocv_lookup,bmw_i3,4,25.153760912308336,12.273544593880008,74.5,2.3783640731690867,2.2280832422123713,4.798066020787828,1627.3,1627.3,2.7,1638.3,16384.0
BMW_i3,ekf,bmw_i3,5,12.175864964679246,12.175822742151308,12.259841203704324,,,,,,,715.9,7160.0
BMW_i3,coulomb,bmw_i3,5,12.178735325097326,12.17869311252069,12.26271157407407,,,,,,,715.9,7160.0
BMW_i3,ocv_lookup,bmw_i3,5,14.897631939929928,14.704285841548328,17.099999999999994,,,,,,,715.9,7160.0
BMW_i3,ekf,bmw_i3,6,15.173758229027376,15.173714322058585,15.269532870370316,,,,,,,694.5,6946.0
BMW_i3,coulomb,bmw_i3,6,15.1762119256321,15.176168025762223,15.27198657407407,,,,,,,694.5,6946.0
BMW_i3,ocv_lookup,bmw_i3,6,16.42225330848184,15.17458043199662,80.6,,,,,,300.9,694.5,6946.0
BMW_i3,ekf,bmw_i3,7,19.79566830944132,19.79550266321998,20.00706527777776,,,,,,,2234.7,22348.0
BMW_i3,coulomb,bmw_i3,7,19.75419681350285,19.753881410300984,20.008500462962964,,,,,,,2234.7,22348.0
BMW_i3,ocv_lookup,bmw_i3,7,30.759539336400284,16.91797238253797,74.2,4.363564347863993,4.363075492716321,4.535883014704146,2234.0,2234.0,2.1,2234.7,22348.0
BMW_i3,ekf,bmw_i3,8,15.502890653406443,14.806134990201627,41.900000000000006,,,,,,,1906.5,19066.0
BMW_i3,coulomb,bmw_i3,8,19.797990433467074,19.797314113255695,20.074019444444446,,,,,,,1906.5,19066.0
BMW_i3,ocv_lookup,bmw_i3,8,50.2643302789591,46.93012641368634,62.99,,,,,,6.0,1906.5,19066.0
BMW_i3,ekf,bmw_i3,9,11.103288115452195,11.103003769949396,11.284982870370385,,,,,,,668.6,6687.0
BMW_i3,coulomb,bmw_i3,9,11.084151807082733,11.083727779854785,11.28544583333333,,,,,,,668.6,6687.0
BMW_i3,ocv_lookup,bmw_i3,9,33.579154728492824,21.645567840298096,85.4,0.8869633444125313,0.8792652326727624,0.9443825982648146,666.7,666.7,394.8,668.6,6687.0
BMW_i3,ekf,bmw_i3,10,19.904745456147253,19.904597630246705,20.070148611111282,,,,,,,880.7,8808.0
BMW_i3,coulomb,bmw_i3,10,19.892113304619553,19.891916454527873,20.071352314814817,,,,,,,880.7,8808.0
BMW_i3,ocv_lookup,bmw_i3,10,34.423887718163904,18.913774185386348,77.5,3.085308993305328,2.9931459605646227,4.988205641522669,873.3,873.3,0.0,880.7,8808.0
BMW_i3,ekf,bmw_i3,11,9.369840505433928,9.369625408576649,9.541856018518724,,,,,,,1587.5,15876.0
BMW_i3,coulomb,bmw_i3,11,9.35941964499068,9.35913264014276,9.542272685185182,,,,,,,1587.5,15876.0
BMW_i3,ocv_lookup,bmw_i3,11,15.126471994098134,14.023327469948384,84.3,,,,,,1256.6,1587.5,15876.0
BMW_i3,ekf,bmw_i3,12,19.86787184118569,19.867781323737834,20.02799351851855,,,,,,,1719.5,17196.0
BMW_i3,coulomb,bmw_i3,12,19.868070304081296,19.86795178769502,20.036049074074068,,,,,,,1719.5,17196.0
BMW_i3,ocv_lookup,bmw_i3,12,9.751989557103242,5.080240477308694,74.2,4.4733205521093495,4.465162839897978,4.935990641957588,1696.1,1696.1,0.0,1719.5,17196.0
BMW_i3,ekf,bmw_i3,13,19.880309123555747,19.880197501335182,20.0377379629632,,,,,,,1982.8,19829.0
BMW_i3,coulomb,bmw_i3,13,19.87445012223504,19.874310382123646,20.039913888888883,,,,,,,1982.8,19829.0
BMW_i3,ocv_lookup,bmw_i3,13,32.415298838250976,18.02893934277727,70.8,0.7933949706838066,0.6763504302009914,4.908439517441288,1970.1,1970.1,0.0,1982.8,19829.0
BMW_i3,ekf,bmw_i3,14,10.541622476015938,10.541283099495617,10.705432729629683,,,,,,,1838.7,18388.0
BMW_i3,coulomb,bmw_i3,14,10.51967321508338,10.519091491003184,10.705895692592593,,,,,,,1838.7,18388.0
BMW_i3,ocv_lookup,bmw_i3,14,17.500768068151327,12.552245974991077,84.2,0.569915745439801,0.5630689374304088,0.9084487363724914,1801.5,1801.5,1079.6,1838.7,18388.0
BMW_i3,ekf,bmw_i3,15,10.458703898218785,10.458568790563259,10.592996343518513,,,,,,,1042.5,10426.0
BMW_i3,coulomb,bmw_i3,15,10.466945013002944,10.466805430744088,10.601931528703702,,,,,,,1042.5,10426.0
BMW_i3,ocv_lookup,bmw_i3,15,14.12693368738441,13.654662380680163,22.861119537906994,,,,,,990.8,1042.5,10426.0
BMW_i3,ekf,bmw_i3,16,15.998520026632757,15.998377977919152,16.183702348611316,,,,,,,532.1,5322.0
BMW_i3,coulomb,bmw_i3,16,15.984207479281705,15.984018904876674,16.184813459722225,,,,,,,532.1,5322.0
BMW_i3,ocv_lookup,bmw_i3,16,44.602467641369174,30.909787735909934,81.7,1.6707892465033114,1.604899996530293,3.0333808490446867,526.4,526.4,243.7,532.1,5322.0
BMW_i3,ekf,bmw_i3,17,19.87601839719343,19.8758659811475,20.06044110370373,,,,,,,762.6,7627.0
BMW_i3,coulomb,bmw_i3,17,19.85392646980194,19.853688634333338,20.060996659259278,,,,,,,762.6,7627.0
BMW_i3,ocv_lookup,bmw_i3,17,47.1556648587675,34.86802398473374,74.2,1.6384193028654106,1.6263692294123315,2.537523395374497,752.8,752.8,0.0,762.6,7627.0
BMW_i3,ekf,bmw_i3,18,11.716022050350352,11.715851472930586,11.858030555555565,,,,,,,1612.1,16122.0
BMW_i3,coulomb,bmw_i3,18,11.710296149786343,11.710084265174793,11.858725000000003,,,,,,,1612.1,16122.0
BMW_i3,ocv_lookup,bmw_i3,18,18.916018214678783,15.367024402963644,83.8,,,,,,1004.9,1612.1,16122.0
BMW_i3,ekf,bmw_i3,19,19.390618819998252,19.390448148087447,19.589865014351847,,,,,,,2000.4,20005.0
BMW_i3,coulomb,bmw_i3,19,19.359140450572937,19.358822545581376,19.590466866203705,,,,,,,2000.4,20005.0
BMW_i3,ocv_lookup,bmw_i3,19,24.740032427207616,12.782870697902357,78.1,2.1397311874829694,2.0410764737369655,4.906144063961682,1949.4,1949.4,42.6,2000.4,20005.0
BMW_i3,ekf,bmw_i3,20,15.939440916352105,15.939284119063254,16.11151748425933,,,,,,,1743.5,17436.0
BMW_i3,coulomb,bmw_i3,20,15.924115269505545,15.923869896599024,16.113832299074083,,,,,,,1743.5,17436.0
BMW_i3,ocv_lookup,bmw_i3,20,18.784184526910753,11.074281394111809,80.5,3.2218657759991562,3.1707958443836173,4.939574190516138,1729.6,1729.6,243.5,1743.5,17436.0
BMW_i3,ekf,bmw_i3,21,19.864917169742142,19.864786218777216,20.013080978240772,,,,,,,1338.9,13390.0
BMW_i3,coulomb,bmw_i3,21,19.8611287651073,19.86095836794206,20.018682830092594,,,,,,,1338.9,13390.0
BMW_i3,ocv_lookup,bmw_i3,21,37.54159835233157,24.012139851220834,69.9613,1.1115695621023374,1.0703220150521486,1.9464122845055276,1285.1,1285.1,11.6,1338.9,13390.0
BMW_i3,ekf,bmw_i3,22,12.405178823721016,12.405094582820087,12.5144423064814,,,,,,,1397.3,13974.0
BMW_i3,coulomb,bmw_i3,22,12.405734375503764,12.405650138375325,12.514997862037024,,,,,,,1397.3,13974.0
BMW_i3,ocv_lookup,bmw_i3,22,16.114844713523514,15.58776266142019,81.0,,,,,,,1397.3,13974.0
BMW_i3,ekf,bmw_i3,23,16.860010556983713,16.859818187312882,17.025249999999982,,,,,,,1186.9,11870.0
BMW_i3,coulomb,bmw_i3,23,16.842577787953573,16.84228990101094,17.025666666666673,,,,,,,1186.9,11870.0
BMW_i3,ocv_lookup,bmw_i3,23,26.164970446260742,15.340014224950343,80.2,3.0831657215556443,2.9956740865346667,4.960984559252257,1120.4,1120.4,105.5,1186.9,11870.0
BMW_i3,ekf,bmw_i3,24,19.82419355240927,17.891115656091984,66.8,,,,,,,1672.1,16722.0
BMW_i3,coulomb,bmw_i3,24,11.076482750519183,11.072888369419143,11.536006018518508,,,,,,,1672.1,16722.0
BMW_i3,ocv_lookup,bmw_i3,24,49.35088300682878,40.4016578533725,84.9,,,,,,434.0,1672.1,16722.0
BMW_i3,ekf,bmw_i3,25,16.436034117865194,14.843615464609453,41.97153839144714,,,,,,,3251.7,32518.0
BMW_i3,coulomb,bmw_i3,25,11.481291501392255,11.47892616257474,11.931478843055555,,,,,,,3251.7,32518.0
BMW_i3,ocv_lookup,bmw_i3,25,45.70614271913554,34.805834704335396,85.6,,,,,,498.4,3251.7,32518.0
BMW_i3,ekf,bmw_i3,26,12.807154661238831,12.742513302141978,17.110123148148237,,,,,,,1611.2,16113.0
BMW_i3,coulomb,bmw_i3,26,12.779825596483537,12.71374823526438,17.110863888888893,,,,,,,1611.2,16113.0
BMW_i3,ocv_lookup,bmw_i3,26,35.919279693975135,21.964002033550063,79.7,1.8124798953852623,1.4549492065700118,3.7991958250685465,1592.4,1592.4,39.3,1611.2,16113.0
BMW_i3,ekf,bmw_i3,27,27.783957514840385,26.35969972980036,58.20000000000001,,,,,,,1579.3,15794.0
BMW_i3,coulomb,bmw_i3,27,19.754895606882172,19.754356570093417,20.035650000000015,,,,,,,1579.3,15794.0
BMW_i3,ocv_lookup,bmw_i3,27,55.64415431805022,52.96645537593082,67.1,,,,,,58.4,1579.3,15794.0
BMW_i3,ekf,bmw_i3,28,13.762261767938869,10.831093863090956,23.22987741759025,,,,,1241.0,0.0,2954.9,29550.0
BMW_i3,coulomb,bmw_i3,28,20.039715635103487,20.033780699802545,20.874000462962872,,,,,,,2954.9,29550.0
BMW_i3,ocv_lookup,bmw_i3,28,37.83544478727578,35.851378673597445,70.6,,,,,,2534.7,2954.9,29550.0
BMW_i3,ekf,bmw_i3,29,19.792513930982874,19.792299008097817,20.00163333333337,,,,,,,1019.3,10194.0
BMW_i3,coulomb,bmw_i3,29,19.754268381911103,19.75383964927625,20.00751296296297,,,,,,,1019.3,10194.0
BMW_i3,ocv_lookup,bmw_i3,29,55.78278707919326,49.818462898777774,71.4,,,,,,0.0,1019.3,10194.0
BMW_i3,ekf,bmw_i3,30,14.628696932618945,14.628453224563549,14.873068981481497,,,,,,,1351.9,13520.0
BMW_i3,coulomb,bmw_i3,30,14.563406160246444,14.562826619993691,14.878439351851858,,,,,,,1351.9,13520.0
BMW_i3,ocv_lookup,bmw_i3,30,31.85996636126303,18.335823632130936,82.6,,,,,,223.1,1351.9,13520.0
BMW_i3,ekf,bmw_i3,31,17.33049902223337,16.227216818704466,23.111945896532138,,,,,,1170.2,1872.3,18724.0
BMW_i3,coulomb,bmw_i3,31,20.458274534611164,20.388537282142348,24.08124583333331,,,,,,,1872.3,18724.0
BMW_i3,ocv_lookup,bmw_i3,31,51.107200154787435,46.42155739447107,67.4,,,,,,0.0,1872.3,18724.0
BMW_i3,ekf,bmw_i3,32,31.080359305861045,29.2174766962732,58.20000000000001,,,,,,,2913.8,29139.0
BMW_i3,coulomb,bmw_i3,32,19.666338637522053,19.66520638764641,20.02737731481481,,,,,,,2913.8,29139.0
BMW_i3,ocv_lookup,bmw_i3,32,55.85582015166881,54.68573202142733,67.0,,,,,,0.0,2913.8,29139.0
BMW_i3,ekf,bmw_i3,33,21.81700206746736,21.54156739819446,28.21436567275587,,,,,,,3556.0,35561.0
BMW_i3,coulomb,bmw_i3,33,19.39396225663291,19.389669596829336,20.074055555555535,,,,,,,3556.0,35561.0
BMW_i3,ocv_lookup,bmw_i3,33,47.437084521216136,44.407575997187976,69.8,,,,,,0.0,3556.0,35561.0
BMW_i3,ekf,bmw_i3,34,10.330614461925776,9.777296494589846,13.199351851851848,,,,,,982.2,2023.0,20231.0
BMW_i3,coulomb,bmw_i3,34,12.531580358075663,12.522759730208687,13.200000000000001,,,,,,,2023.0,20231.0
BMW_i3,ocv_lookup,bmw_i3,34,53.009551591501335,48.07366905930942,84.5,,,,,,493.3,2023.0,20231.0
BMW_i3,ekf,bmw_i3,35,19.91613164732221,19.915988745010534,20.060556018518522,,,,,,,753.1,7532.0
BMW_i3,coulomb,bmw_i3,35,19.911738927770024,19.911547151413235,20.065463425925927,,,,,,,753.1,7532.0
BMW_i3,ocv_lookup,bmw_i3,35,35.36321595544018,35.24713621879979,38.9,,,,,,,753.1,7532.0
BMW_i3,ekf,bmw_i3,36,17.605584782749176,16.020058743962135,36.050096382847286,2.0546557339234717,1.8348475189950615,3.086951338481103,2551.8,2551.8,2551.8,3225.4,32255.0
BMW_i3,coulomb,bmw_i3,36,19.637221841949497,19.63666430737122,20.017415277777793,,,,,,,3225.4,32255.0
BMW_i3,ocv_lookup,bmw_i3,36,39.97336048571157,30.414773631130853,72.8,,,,,,57.0,3225.4,32255.0
BMW_i3,ekf,bmw_i3,37,42.007366878647964,42.00693665975905,43.00000000000001,,,,,,,353.1,3532.0
BMW_i3,coulomb,bmw_i3,37,19.982567460992133,19.98254496285286,20.049042592592603,,,,,,,353.1,3532.0
BMW_i3,ocv_lookup,bmw_i3,37,54.530614543457865,53.374007047095304,56.99999999999999,,,,,,,353.1,3532.0
BMW_i3,ekf,bmw_i3,38,20.54856326747326,19.2521024106396,34.20000000000001,,,,,,,3821.9,38220.0
BMW_i3,coulomb,bmw_i3,38,11.767499252495607,11.755986587374363,45.616674074074425,,,,,,,3821.9,38220.0
BMW_i3,ocv_lookup,bmw_i3,38,51.15370280460243,46.60882200318411,83.1,0.0,0.0,0.0,3821.9,3821.9,593.5,3821.9,38220.0
BMW_i3,ekf,bmw_i3,39,12.700563121523063,12.700303554054008,12.922623611111472,,,,,,,1822.2,18223.0
